Allen 2013,ERG TVA 2011,ERG Camera 2011,Kuo 2012,Ravikumar-Measured only 2020,Bell-2017,Pacsi-2019,Zimmerle-2019
0.009283824,2.5344000E-03,1.2077760E-01,,0.007758653,,9.31408E-05,0.019365708
0.005063904,2.2880000E-03,1.2101760E-01,,0.018103524,,9.31408E-05,0.133130415
0.030989203,9.4080000E-03,1.1232000E-01,,0.038793266,,9.03118E-05,0.002576152
0.032090342,9.6326400E-04,3.0850560E-01,,0.007758653,,8.78375E-05,0.010909408
0.008809114,1.8691200E-02,7.3726400E-01,,0.020689742,,8.66004E-05,0.013100342
0.000943834,3.1808000E-02,3.2000000E-04,,0.005172435,,8.48807E-05,0.020064763
0.002303683,3.4720000E-04,9.6768000E-03,,0.002586218,,8.46564E-05,0.032899205
0.000177206,3.3792000E-03,2.5673600E-02,,0.062069226,,8.09791E-05,0.032576654
0.071768592,2.0800000E-05,5.9769600E-02,,0.015517306,,8.04173E-05,0.066139686
,5.3964800E-02,7.8400000E-02,,0.002586218,,7.79404E-05,0.000547068
,4.1481600E-04,7.8771200E-02,,0.002586218,,7.79338E-05,0.000550981
,1.8176000E-03,3.7939200E-01,,0.007758653,,7.78389E-05,0.000551819
,4.9984000E-03,6.9264000E-01,,0.002586218,,7.64217E-05,0.000542329
,1.4483200E-02,2.0544000E-02,,0.002586218,,7.05353E-05,0.000535064
,2.9760000E-03,2.6832000E-02,,0.002586218,,6.87066E-05,0.000540865
,2.9952000E-02,1.8474240E-01,,0.002586218,,6.77443E-05,0.000545505
,3.4816000E-05,2.9675520E-01,,0.007758653,,6.64757E-05,0.000535767
,2.3808000E-03,3.2947200E-02,,0.002586218,,6.6258E-05,0.000538065
,4.8576000E-03,4.1600000E-04,,0.012931089,,6.55689E-05,0.000547378
,1.4560000E-02,1.7920000E-02,,0.012931089,,6.28904E-05,0.000544063
,1.2697600E-02,2.1120000E-02,,0.002586218,,6.22893E-05,0.000538055
,1.8577920E-03,8.8099200E-02,,0.002586218,,6.22236E-05,0.000537119
,1.0483200E-02,1.1880960E-01,,0.020689742,,5.93831E-05,0.000537552
,6.6304000E-03,2.1312000E-01,,0.031034613,,4.70519E-05,0.00054471
,5.7779200E-04,2.7840000E-03,,0.002586218,,2.46877E-05,0.000555132
,7.3526400E-04,1.1424000E-02,,0.015517306,,,0.000547275
,1.5360000E-03,1.6128000E-02,,0.002586218,,,0.000548873
,5.7600000E-03,2.0592000E-02,,0.018103524,,,0.000537245
,1.1088000E-02,6.0902400E-02,,0.002586218,,,0.000538074
,3.5046400E-02,6.2380800E-02,,0.002586218,,,0.000537871
,1.1329600E-01,1.6320000E-01,,0.002586218,,,0.000554506
,1.4131200E-04,8.7232000E-03,,0.007758653,,,0.000533771
,1.8368000E-05,5.5091200E-02,,0.002586218,,,0.000543857
,4.9612800E-04,1.0035200E-01,,0.002586218,,,0.000534116
,9.4208000E-04,1.0118400E-01,,0.002586218,,,0.000547835
,1.1090560E-03,1.4640000E-01,,0.002586218,,,0.000541821
,7.7248000E-02,1.5715520E-01,,0.012931089,,,0.000541762
,2.2560000E-03,2.8089600E-01,,0.002586218,,,0.00053974
,3.0912000E-03,7.6780800E-02,,0.002586218,,,0.00055093
,7.8144000E-04,1.1520000E-03,,0.002586218,,,0.000555985
,1.0423680E-03,3.9625600E-02,,0.028448395,,,0.000542795
,1.4144000E-02,6.6144000E-02,,0.025862177,,,0.000660927
,3.2000000E-04,4.3212800E-02,,0.007758653,,,0.00072086
,3.2000000E-04,3.3964800E-02,,0.002586218,,,0.001014399
,3.2000000E-04,5.6083200E-02,,0.005172435,,,0.001058865
,3.2000000E-04,1.0484160E-01,,0.005172435,,,0.001439868
,3.2000000E-04,2.5600000E-02,,0.002586218,,,0.001049647
,3.2000000E-04,6.9632000E-02,,0.002586218,,,0.00178108
,3.2000000E-04,4.3456000E-01,,0.018103524,,,0.006240781
,2.2080000E-04,9.5040000E-03,,0.002586218,,,0.006240781
,2.2080000E-04,5.8368000E-02,,0.012931089,,,0.009625589
,2.2080000E-04,1.5999360E+00,,0.002586218,,,0.016425403
,3.2000000E-02,1.7843200E-02,,0.002586218,,,0.024384158
,3.2000000E-04,1.3295360E-01,,0.005172435,,,0.047695622
,3.2000000E-04,2.3336640E-01,,0.002586218,,,0.000546287
,3.2000000E-04,8.1326080E-01,,0.002586218,,,0.000542173
,2.2080000E-04,9.6500160E-01,,0.002586218,,,0.012329068
,2.0352000E-03,1.0351104E+00,,0.002586218,,,0.00305108
,1.8969600E-02,4.3411200E-02,,0.007758653,,,0.009177146
,3.2000000E-04,2.8339200E-01,,0.002586218,,,0.012252133
,3.2000000E-04,3.2000000E-04,,0.002586218,,,0.043440287
,1.1264000E-03,3.2000000E-04,,0.077586532,,,0.046602931
,9.4438400E-02,4.2720000E-02,,0.02327596,,,0.006101255
,3.2000000E-04,1.2096000E-03,,0.005172435,,,0.00054371
,3.2000000E-04,1.1808000E-02,,0.002586218,,,0.000697278
,4.1369600E-02,1.3078400E-02,,0.012931089,,,0.001485097
,3.5328000E-02,9.7280000E-03,,0.010344871,,,0.002274989
,3.2000000E-04,1.2640000E-02,,0.038793266,,,0.00651344
,3.3820800E-02,9.9840000E-03,,0.018103524,,,0.008661374
,1.4793600E-01,2.1145600E-02,,0.005172435,,,0.015369149
,3.2000000E-04,2.2800000E-02,,0.002586218,,,0.014909254
,1.7664000E-03,2.6982400E-02,,0.002586218,,,0.034952767
,5.0995200E-02,3.8649600E-02,,0.005172435,,,0.070029647
,1.3862400E-01,3.3712000E-02,,0.02327596,,,0.090965237
,2.2080000E-04,8.6486400E-02,,0.002586218,,,0.000551093
,3.2000000E-04,2.1728000E-01,,0.002586218,,,0.000562996
,3.2000000E-04,2.6624000E-01,,0.002586218,,,0.000553198
,2.6112000E-03,3.8438400E-01,,0.010344871,,,0.000544553
,1.0912000E-02,4.6348800E-01,,0.005172435,,,0.035717387
,3.2000000E-04,4.4735040E-01,,0.002586218,,,0.033823241
,3.2000000E-04,1.1148800E-01,,0.002586218,,,0.105471582
,3.2000000E-04,4.8800000E-03,,0.002586218,,,0.093542431
,1.2821760E-01,1.1516800E-02,,0.002586218,,,0.265285182
,3.2000000E-04,3.9065600E-02,,0.002586218,,,0.116128499
,1.2422400E-03,5.1609600E-02,,0.002586218,,,0.003079951
,5.4511360E-03,2.2297600E-01,,0.025862177,,,0.003079951
,2.2080000E-04,7.1884800E-01,,,,,0.024866225
,3.2000000E-04,2.4166400E-01,,,,,0.05667742
,3.2000000E-04,3.6966400E-02,,,,,0.148333817
,3.2000000E-04,2.5088000E-01,,,,,0.006530517
,3.2000000E-04,1.5904000E-02,,,,,0.008407961
,2.2080000E-04,5.7638400E-02,,,,,0.01024727
,3.7600000E-03,6.1904000E-02,,,,,0.014470313
,3.2000000E-04,4.0723200E-02,,,,,0.045664274
,3.2000000E-04,4.0704000E-02,,,,,0.056317327
,5.5040000E-03,9.1264000E-02,,,,,0.000537354
,3.2000000E-04,1.4768000E-01,,,,,0.061341815
,3.2000000E-04,2.5728000E-01,,,,,0.032777851
,3.2000000E-04,3.8505600E-01,,,,,0.034577623
,2.2080000E-04,1.1187200E-02,,,,,0.078509735
,2.2080000E-04,2.6758400E-02,,,,,0.000543997
,6.0416000E-02,2.4640000E-02,,,,,0.000545804
,3.2000000E-04,3.2972800E-01,,,,,0.000530335
,1.6147200E-01,3.5040000E-03,,,,,0.000537305
,3.2000000E-04,2.3296000E-02,,,,,0.000548213
,3.2000000E-04,2.8627200E-02,,,,,0.000540983
,3.2000000E-04,3.9244800E-02,,,,,0.0008044
,2.2080000E-04,8.3558400E-02,,,,,0.015553919
,2.2080000E-04,9.9280000E-02,,,,,0.057094357
,2.2080000E-04,1.8768000E-01,,,,,0.027314545
,2.2080000E-04,3.1505280E-01,,,,,0.010696046
,2.2080000E-04,6.1568000E-01,,,,,0.03036088
,6.7200000E-03,7.0784000E-01,,,,,0.037124277
,8.5728000E-03,2.2080000E-04,,,,,0.052757487
,1.4352000E-02,9.8208000E-02,,,,,0.060046435
,9.4400000E-04,7.3632000E-02,,,,,0.314834644
,3.2000000E-04,1.1904000E-03,,,,,0.000548649
,2.1952000E-03,3.3792000E-03,,,,,0.00054484
,3.2000000E-04,1.2700800E-02,,,,,0.00055303
,3.2000000E-04,2.9452800E-02,,,,,0.000541042
,5.6160000E-03,1.5504000E-01,,,,,0.000531067
,5.8240000E-03,1.6982400E-01,,,,,0.000549615
,8.1472000E-03,1.0956800E-01,,,,,0.000550957
,6.6880000E-03,2.3228800E-01,,,,,0.000549944
,9.4336000E-03,2.7878400E-01,,,,,0.000538073
,1.3468800E-02,5.0688000E-01,,,,,0.000541129
,1.4560000E-02,5.4243200E-01,,,,,0.007246225
,1.8163200E-02,6.0867840E-01,,,,,0.032760753
,4.9920000E-03,1.7194240E+00,,,,,0.035106648
,8.2329600E-02,2.1965120E+00,,,,,0.068575697
,4.0000000E-03,1.1424000E-03,,,,,0.00053288
,6.0928000E-03,2.1472000E-03,,,,,0.000552289
,1.0987200E-01,5.2800000E-03,,,,,0.000538535
,3.2000000E-04,1.0944000E-02,,,,,0.000535265
,3.2000000E-04,1.8096000E-02,,,,,0.035935015
,7.0720000E-03,3.8489600E-02,,,,,0.058151084
,2.0592000E-02,4.4640000E-02,,,,,0.13564227
,3.2000000E-04,8.0064000E-02,,,,,0.000536376
,2.2080000E-04,1.1922880E-01,,,,,0.000545665
,3.8144000E-02,5.2256000E-01,,,,,0.000540903
,3.9168000E-01,3.5328000E-02,,,,,0.000533014
,3.2000000E-04,1.7152000E-04,,,,,0.000556267
,3.2000000E-04,1.3939200E-02,,,,,0.01252463
,1.9440000E-02,1.4256000E-02,,,,,0.000544596
,3.2000000E-04,4.4390400E-02,,,,,0.000540563
,3.2000000E-04,5.5328000E-02,,,,,0.000542011
,3.2000000E-04,5.7344000E-02,,,,,0.000543095
,1.2380800E-01,6.2176000E-02,,,,,0.000539534
,3.2000000E-04,5.5680000E-02,,,,,0.000543839
,3.2000000E-04,6.2819200E-02,,,,,0.000545912
,3.2000000E-04,5.3990400E-02,,,,,0.000547439
,3.2000000E-04,2.5728000E-02,,,,,0.000539846
,3.2000000E-04,3.9744000E-02,,,,,0.000549832
,3.9033600E-02,2.8912000E-02,,,,,0.009546204
,3.2000000E-04,3.9552000E-02,,,,,0.015569896
,6.5472000E-03,7.3539200E-02,,,,,0.000557711
,4.8128000E-03,9.0048000E-03,,,,,0.062095577
,1.2672000E-03,1.7139200E-02,,,,,0.069633972
,3.2000000E-04,6.5184000E-02,,,,,0.000536979
,2.2528000E-03,6.9484800E-02,,,,,0.022254881
,1.5840000E-02,6.4064000E-02,,,,,0.064196536
,9.7216000E-02,7.1158400E-02,,,,,0.000544505
,3.2000000E-04,2.4384000E-01,,,,,0.000548466
,3.2000000E-04,2.9568000E-03,,,,,0.00055211
,1.5104000E-03,3.5040000E-03,,,,,0.000551529
,3.2000000E-04,1.3312000E-02,,,,,0.000539423
,6.5664000E-03,1.9360000E-02,,,,,0.000544615
,3.2000000E-04,4.7040000E-02,,,,,0.000538415
,2.1008000E-02,8.4480000E-04,,,,,0.000546945
,3.3510400E-02,1.7408000E-02,,,,,0.000541258
,4.0723200E-02,3.9945600E-02,,,,,0.000548897
,2.2080000E-04,6.8198400E-02,,,,,0.000544409
,3.2000000E-04,7.2864000E-02,,,,,0.000540216
,3.2000000E-04,6.7238400E-02,,,,,0.000549879
,3.2000000E-04,2.4617600E-02,,,,,0.000548278
,3.2000000E-04,8.3200000E-04,,,,,0.001636508
,3.1645440E-03,3.5360000E-03,,,,,0.005976041
,3.2000000E-04,3.9680000E-03,,,,,0.009702452
,3.2000000E-04,1.7776000E-02,,,,,0.013354258
,5.0752000E-03,2.2048000E-02,,,,,0.021575352
,4.3904000E-03,2.7040000E-02,,,,,0.040841787
,3.2000000E-04,3.1795200E-02,,,,,0.064793004
,3.2000000E-04,2.7820800E-02,,,,,0.023281168
,3.2000000E-04,3.1334400E-02,,,,,0.084785633
,5.5680000E-03,4.5136000E-02,,,,,0.289543018
,6.0512000E-03,5.9347200E-02,,,,,0.000545714
,3.2000000E-04,5.7984000E-02,,,,,0.002853751
,3.2000000E-04,6.1504000E-02,,,,,0.021244867
,3.2000000E-04,6.5936000E-02,,,,,0.024791755
,3.2000000E-04,6.2176000E-02,,,,,0.039723859
,3.2000000E-04,6.3536000E-02,,,,,0.099985375
,1.6224000E-03,7.7299200E-02,,,,,0.201192636
,3.2000000E-04,1.0523520E-01,,,,,0.000538312
,3.2358400E-02,6.5177600E-01,,,,,0.001722844
,3.2000000E-04,3.0809600E-02,,,,,0.006710438
,3.2000000E-04,4.7219200E-02,,,,,0.032626764
,1.5897600E-01,5.1840000E-02,,,,,0.449328525
,3.2000000E-04,9.9264000E-03,,,,,0.000541189
,3.2000000E-04,2.5241600E-02,,,,,0.009155392
,1.2896000E-02,4.0857600E-02,,,,,0.011118362
,3.2000000E-04,4.3968000E-02,,,,,0.000547896
,3.2000000E-04,6.2553600E-02,,,,,0.000540462
,3.2000000E-04,1.1633920E-01,,,,,0.000544889
,3.2000000E-04,1.6588800E-02,,,,,0.000545068
,2.0640000E-03,5.0457600E-04,,,,,0.000548393
,3.2000000E-04,1.8846720E-03,,,,,0.00053887
,8.2694400E-02,1.2787200E-01,,,,,0.014072151
,3.2000000E-04,1.7286400E-01,,,,,0.056619522
,3.2000000E-04,2.1120000E-02,,,,,0.094902766
,3.2000000E-04,2.7097600E-02,,,,,0.493091871
,3.2000000E-04,2.9568000E-02,,,,,0.123603761
,3.2000000E-04,3.1856000E-02,,,,,0.149248469
,3.2000000E-04,3.8092800E-02,,,,,0.000543309
,3.2000000E-04,4.5417600E-02,,,,,0.00052861
,3.2000000E-04,5.4028800E-02,,,,,0.085570856
,3.2000000E-04,4.1452800E-02,,,,,0.122203167
,3.2000000E-04,5.8716800E-02,,,,,0.15652363
,3.2000000E-04,6.8428800E-02,,,,,0.087677104
,3.2000000E-04,7.7219200E-02,,,,,0.000532912
,3.2000000E-04,3.2000000E-04,,,,,0.000537401
,3.2000000E-04,3.2000000E-04,,,,,0.000554799
,3.2000000E-04,8.6400000E-03,,,,,0.000547332
,2.0480000E-02,9.3184000E-03,,,,,0.000541939
,3.1148800E-02,1.5552000E-02,,,,,0.000543105
,5.2224000E-02,1.6995200E-02,,,,,0.000545201
,3.2000000E-04,4.4774400E-02,,,,,0.037292883
,3.2000000E-04,5.1456000E-02,,,,,0.040571977
,3.2000000E-04,4.9088000E-02,,,,,0.053812495
,3.2000000E-04,4.9702400E-02,,,,,0.000551515
,2.2080000E-04,1.1450880E-01,,,,,0.001222332
,1.1491200E-02,1.9068800E-01,,,,,0.005848102
,7.5443200E-02,5.7388800E-02,,,,,0.000541254
,3.2000000E-04,5.8464000E-02,,,,,0.087565735
,3.2000000E-04,5.8924800E-02,,,,,0.261533033
,2.4192000E-02,5.8643200E-02,,,,,0.274030684
,3.2000000E-04,1.3491200E-02,,,,,0.000544286
,3.2000000E-04,6.0057600E-02,,,,,0.000555111
,3.2000000E-04,4.3724800E-02,,,,,0.000537157
,3.2000000E-04,2.1542400E-02,,,,,0.000536806
,3.2000000E-04,2.9363200E-02,,,,,0.000544315
,2.2080000E-04,3.5360000E-01,,,,,0.013098463
,8.2880000E-04,3.1622400E-02,,,,,0.013405448
,3.1008000E-03,1.5590400E-02,,,,,0.039190404
,3.9072000E-02,1.5859200E-02,,,,,0.000541067
,1.4386240E-01,4.9920000E-04,,,,,0.000546552
,5.0688000E-03,2.8828800E-02,,,,,0.00053904
,3.2000000E-04,4.4358400E-02,,,,,0.000546007
,3.2000000E-04,4.7606400E-02,,,,,0.001032681
,3.2000000E-04,4.9808000E-02,,,,,0.006948239
,8.9689600E-02,2.7852800E-02,,,,,0.007334147
,3.2000000E-04,9.7280000E-02,,,,,0.014940336
,2.2080000E-04,1.4227200E-02,,,,,4.05152852
,4.9795200E-02,2.3808000E-03,,,,,0.000539211
,3.2000000E-04,6.8544000E-03,,,,,0.000541239
,3.2000000E-04,3.4320000E-02,,,,,0.000738073
,3.2000000E-04,4.0969600E-02,,,,,0.007599024
,1.7369600E-01,6.2720000E-02,,,,,0.013550283
,3.2000000E-04,1.3404800E-01,,,,,0.012780399
,2.2080000E-04,1.4348800E-02,,,,,0.020133714
,1.2160000E-04,9.0227200E-02,,,,,0.025817832
,3.7632000E-03,2.4640000E-01,,,,,0.026291768
,3.4380800E-01,2.8704000E-03,,,,,0.0337201
,3.2000000E-04,3.7305600E-02,,,,,0.05429497
,3.2000000E-04,2.7417600E-01,,,,,0.063160606
,3.2000000E-04,8.8704000E-03,,,,,0.058709962
,3.2000000E-04,9.6000000E-03,,,,,0.00053359
,3.2000000E-04,4.9075200E-02,,,,,0.000543789
,3.2000000E-04,1.6972800E-01,,,,,0.00053807
,5.2832000E-02,1.9008000E-01,,,,,0.01020939
,3.2000000E-04,2.5337600E-01,,,,,0.027258233
,1.4848000E-03,2.5546240E-01,,,,,0.078882646
,8.7808000E-03,2.8672000E-01,,,,,0.000539301
,3.2000000E-04,3.3625600E-02,,,,,0.001166465
,7.8422400E-02,3.7670400E-02,,,,,0.001811781
,1.6896000E-01,3.7440000E-03,,,,,0.054402553
,3.2000000E-04,5.8016000E-03,,,,,0.000523611
,1.6896000E-03,1.7539200E-02,,,,,0.007791894
,1.9584000E-03,8.9548800E-02,,,,,0.009044308
,5.4400000E-02,1.1467520E-01,,,,,0.026019158
,2.2080000E-04,5.3222400E-01,,,,,0.028471901
,2.2080000E-04,3.2000000E-04,,,,,0.068705643
,1.8368000E-03,3.2000000E-04,,,,,0.000543942
,3.2000000E-04,3.2000000E-04,,,,,0.009479192
,3.2000000E-04,2.3370240E-03,,,,,0.015043808
,2.5555200E-01,4.0320000E-03,,,,,0.037499451
,,1.5404800E-02,,,,,0.041752568
,,3.0912000E-02,,,,,0.043546735
,,3.8489600E-02,,,,,0.071189864
,,4.4380800E-02,,,,,0.063694526
,,5.8560000E-02,,,,,0.157386192
,,1.2896000E-01,,,,,0.002361663
,,1.6755200E-01,,,,,0.003546473
,,1.7458560E-01,,,,,0.001361596
,,1.9910400E-01,,,,,0.012871569
,,2.0160000E-01,,,,,0.018462201
,,2.6937600E-01,,,,,0.000548078
,,2.8322240E-01,,,,,0.091521134
,,3.2864000E-01,,,,,0.116948679
,,3.8124800E-01,,,,,0.003048797
,,4.3635200E-01,,,,,0.021508716
,,7.7248000E-02,,,,,0.024613226
,,8.4448000E-02,,,,,0.003038298
,,2.2080000E-04,,,,,0.009138635
,,4.7884800E-02,,,,,0.000537245
,,5.0336000E-02,,,,,0.000550934
,,9.3184000E-02,,,,,0.042698771
,,4.3424000E-02,,,,,0.266609876
,,3.9449600E-01,,,,,0.000539662
,,3.2000000E-04,,,,,0.002462232
,,3.2000000E-04,,,,,0.009588951
,,1.5347200E-02,,,,,0.010906876
,,4.6876800E-02,,,,,0.012503786
,,1.2492800E-01,,,,,0.042630543
,,3.2102400E-01,,,,,0.054292593
,,3.2000000E-04,,,,,0.000546094
,,1.1404800E-02,,,,,0.000565159
,,6.5312000E-02,,,,,0.030221514
,,2.5984000E-03,,,,,0.003019184
,,3.9580800E-02,,,,,0.003019184
,,9.6854400E-02,,,,,0.049246769
,,9.4464000E-02,,,,,0.086842646
,,3.2000000E-04,,,,,0.000548213
,,3.2000000E-04,,,,,0.001522779
,,1.0053120E-01,,,,,0.001157172
,,8.3072000E-03,,,,,0.007655424
,,9.0880000E-04,,,,,0.011651792
,,2.8694400E-02,,,,,0.052792263
,,4.8796800E-01,,,,,0.060070254
,,3.2000000E-04,,,,,0.000536759
,,1.3760000E-03,,,,,0.000552258
,,1.0304000E-02,,,,,0.111511875
,,3.0832000E-02,,,,,0.142012676
,,5.1004800E-02,,,,,0.04495132
,,2.8569600E-02,,,,,0.056829055
,,1.0708800E-01,,,,,0.07693401
,,2.0838400E-01,,,,,0.009957801
,,3.2000000E-04,,,,,0.067397225
,,6.6560000E-04,,,,,0.069276747
,,1.0912000E-02,,,,,0.003822948
,,1.3516800E-02,,,,,0.004567543
,,1.5859200E-02,,,,,0.009228107
,,1.0752000E-02,,,,,0.013215604
,,5.8528000E-03,,,,,0.070556769
,,1.2521600E-01,,,,,0.086151856
,,1.5600000E-02,,,,,0.082726276
,,7.5392000E-02,,,,,0.232991039
,,1.3696000E-01,,,,,0.026066368
,,5.0556800E-01,,,,,0.005584589
,,1.0326400E-01,,,,,0.011969964
,,6.7046400E-02,,,,,0.019565377
,,6.6528000E-02,,,,,0.080587735
,,6.0086400E-02,,,,,0.017799756
,,1.0752000E-02,,,,,0.018627873
,,5.3312000E-02,,,,,0.047916157
,,8.6240000E-02,,,,,0.083318416
,,5.7536000E-03,,,,,0.087058213
,,2.9134080E-01,,,,,0.000550887
,,2.0160000E-03,,,,,0.000544837
,,5.2000000E-03,,,,,0.021417674
,,3.1516800E-02,,,,,0.034403734
,,4.0364800E-02,,,,,0.079662695
,,2.9145600E-02,,,,,0.08087185
,,5.9769600E-02,,,,,0.098358767
,,7.1295360E-01,,,,,0.134937425
,,3.1200000E-03,,,,,0.145104068
,,1.9910400E-02,,,,,0.155380053
,,1.1692800E-02,,,,,0.228425244
,,2.0697600E-02,,,,,0.003045973
,,2.8515200E-02,,,,,0.00916176
,,3.3744000E-02,,,,,0.059999159
,,4.0352000E-02,,,,,0.077106794
,,7.0272000E-02,,,,,0.013559412
,,3.2000000E-04,,,,,0.01802876
,,5.9200000E-03,,,,,0.025244324
,,2.4576000E-02,,,,,0.04455958
,,3.7068800E-02,,,,,0.050230308
,,6.0121600E-02,,,,,0.05594871
,,3.2000000E-04,,,,,0.069571257
,,3.2000000E-04,,,,,0.083682087
,,1.6384000E-03,,,,,0.179195999
,,1.2096000E-02,,,,,0.000548957
,,3.4214400E-02,,,,,0.037353601
,,3.2000000E-04,,,,,0.050861918
,,4.1931520E-01,,,,,0.000545493
,,1.7888000E-02,,,,,0.027882827
,,2.2080000E-04,,,,,0.030805395
,,1.0608640E-01,,,,,0.030847743
,,1.5030400E-01,,,,,0.032304682
,,3.1616000E-01,,,,,0.046957324
,,1.2185600E-02,,,,,0.086741959
,,2.0176000E-01,,,,,0.103362348
,,8.6329600E-02,,,,,0.009644578
,,3.6902400E-01,,,,,0.000542839
,,3.3750400E-01,,,,,0.000541868
,,6.3504000E-02,,,,,0.000534998
,,2.2726400E-01,,,,,0.000551916
,,1.0598400E-01,,,,,0.000545013
,,4.6950400E-02,,,,,0.000544497
,,4.9600000E-02,,,,,0.000543816
,,8.7360000E-02,,,,,0.000541578
,,3.6812160E-01,,,,,0.000534556
,,2.9952000E-02,,,,,0.000543336
,,5.7536000E-02,,,,,0.000547651
,,9.4796800E-02,,,,,0.000534241
,,2.1913600E-02,,,,,0.000546074
,,7.3075200E-02,,,,,0.000544969
,,1.0182400E-01,,,,,0.000552647
,,2.2643200E-01,,,,,0.000547344
,,5.3222400E-02,,,,,0.000542415
,,9.8560000E-03,,,,,0.00053379
,,1.2368768E+00,,,,,0.001715752
,,4.9420800E-02,,,,,0.151312248
,,1.1188800E-01,,,,,0.000547236
,,1.1075840E-01,,,,,0.000544342
,,2.6796800E-01,,,,,0.013099974
,,9.9993600E-02,,,,,0.000547036
,,3.1353600E-01,,,,,0.000548181
,,3.6547200E-02,,,,,0.087294956
,,8.9856000E-02,,,,,0.005684856
,,1.0713600E-02,,,,,0.000546573
,,1.7347200E-02,,,,,0.000548947
,,5.2451200E-02,,,,,0.011791352
,,2.6156800E-02,,,,,0.032995689
,,1.2096000E-02,,,,,0.073781487
,,1.5225600E-02,,,,,0.000541505
,,4.5913600E-02,,,,,0.000547088
,,4.1593600E-01,,,,,0.000551381
,,1.9902720E+00,,,,,0.000546247
,,2.4009600E-02,,,,,0.0005407
,,2.8044000E+00,,,,,0.002032176
,,9.9665280E-01,,,,,0.008223288
,,7.3382400E-01,,,,,0.022299698
,,4.9920000E-03,,,,,0.032428572
,,6.0288000E-02,,,,,0.037011746
,,3.2000000E-04,,,,,0.038055414
,,4.6464000E-03,,,,,0.159330396
,,1.8240000E-02,,,,,0.230199185
,,2.5110400E-02,,,,,0.000546092
,,3.0992000E-02,,,,,0.000554568
,,1.2268800E-01,,,,,0.000545776
,,6.5392000E-02,,,,,0.000541273
,,3.8860800E-02,,,,,0.000544772
,,9.1123200E-02,,,,,0.000543963
,,7.1136000E-02,,,,,0.000555005
,,7.1904000E-02,,,,,0.000548933
,,2.4984960E+00,,,,,0.000549552
,,8.2368000E-02,,,,,0.000546684
,,1.1110400E-02,,,,,0.000542965
,,5.8528000E-02,,,,,0.000981623
,,9.1616000E-02,,,,,0.001115056
,,1.1901120E+00,,,,,0.0015975
,,7.1443200E-02,,,,,0.001982531
,,2.3236800E-01,,,,,0.00827488
,,4.7394560E-01,,,,,0.008066406
,,8.2656000E-02,,,,,0.009438643
,,,,,,,0.00975597
,,,,,,,0.009387376
,,,,,,,0.010392775
,,,,,,,0.01037225
,,,,,,,0.010926898
,,,,,,,0.014675827
,,,,,,,0.015508062
,,,,,,,0.016342394
,,,,,,,0.021853764
,,,,,,,0.019374486
,,,,,,,0.025430019
,,,,,,,0.026489922
,,,,,,,0.027532781
,,,,,,,0.032085348
,,,,,,,0.068475644
,,,,,,,0.073343816
,,,,,,,0.075490434
,,,,,,,0.1065335
,,,,,,,0.110705274
,,,,,,,0.111786528
,,,,,,,0.126234307
,,,,,,,0.1408003
,,,,,,,0.000480369
,,,,,,,0.000488447
,,,,,,,0.000479532
,,,,,,,0.000475195
,,,,,,,0.000477417
,,,,,,,0.000489062
,,,,,,,0.000477918
,,,,,,,0.000491071
,,,,,,,0.000483226
,,,,,,,0.000484945
,,,,,,,0.000483715
,,,,,,,0.000644791
,,,,,,,0.000648262
,,,,,,,0.000641394
,,,,,,,0.000757561
,,,,,,,0.000872317
,,,,,,,0.001077649
,,,,,,,0.001429899
,,,,,,,0.001768594
,,,,,,,0.002144018
,,,,,,,0.002120911
,,,,,,,0.002194634
,,,,,,,0.003279556
,,,,,,,0.003075102
,,,,,,,0.003581339
,,,,,,,0.00404664
,,,,,,,0.003994242
,,,,,,,0.00466736
,,,,,,,0.004151474
,,,,,,,0.005190137
,,,,,,,0.006395633
,,,,,,,0.007855305
,,,,,,,0.00814792
,,,,,,,0.008754272
,,,,,,,0.011554191
,,,,,,,0.013673183
,,,,,,,0.014389432
,,,,,,,0.01330743
,,,,,,,0.015335481
,,,,,,,0.015467627
,,,,,,,0.017342509
,,,,,,,0.019348899
,,,,,,,0.022558936
,,,,,,,0.02442531
,,,,,,,0.028581063
,,,,,,,0.029447545
,,,,,,,0.028373756
,,,,,,,0.032271114
,,,,,,,0.036320899
,,,,,,,0.045944627
,,,,,,,0.045979709
,,,,,,,0.055808735
,,,,,,,0.061475935
,,,,,,,0.078847947
,,,,,,,0.080979909
,,,,,,,0.106214856
,,,,,,,0.110184414
,,,,,,,0.103817422
,,,,,,,0.111129499
,,,,,,,0.178699837
,,,,,,,0.273213369
,,,,,,,0.283226037
,,,,,,,0.65146419
